SkuNbr,SkuDesc,Flow,Whs,Uom,UnitsPerCase,LeadTime,UomCube,UomWeight,PrimVendorNbr,ShelfLifeDays,Commodity
01990307,MEATS BOAR  465,CD,,LB,1,3,0.01,1,200037,,ME00
01990308,MEATS BOAR  466,CD,,LB,1,2,0.01,1,200037,,ME00
01990309,MEATS BOAR  467,CD,,LB,1,1,0,1,000375118,,ME00
01990310,MEATS BOAR  468,CD,,LB,1,2,0,0,000375118,,ME00
01990311,MEATS BOAR  469,CD,,LB,1,2,0,0,000375118,,ME00
01990312,MEATS BOAR  470,CD,,CA,1,2,0,18,044131,,ME00
01990313,MEATS BOAR  471,CD,,LB,1,2,0.01,1,200037,,ME00
01990314,MEATS BOAR  472,CD,,LB,1,2,0.01,1,200037,,ME00
01990315,MEATS BOAR  473,CD,,LB,1,2,0,0,000375118,,ME00
01990316,MEATS BOAR  474,CD,,LB,1,2,0.01,1,200037,,ME00
01990318,MEATS BOAR  475,CD,,LB,1,2,0.01,1,200037,,ME00
01990320,MEATS BOAR  476,CD,,LB,1,2,0,0,000375118,,ME00
01990325,MEATS BOAR  477,CD,,LB,1,2,0,0,200243,,ME00
01990326,MEATS BOAR  478,CD,,CA,104,2,0.3,9.36,007032,,ME00
01990328,MEATS BOAR  479,CD,,CA,168,2,0.01,8.5,044131,,ME00
01990330,MEATS BOAR  480,CD,,LB,1,2,0,0,000375118,,ME00
01990331,MEATS BOAR  481,CD,,CA,1,2,0.37,7.2,000375118,,ME00
01990340,MEATS BOAR  482,CD,,LB,1,2,0,0,000375118,,ME00
01990345,MEATS BOAR  483,CD,,LB,1,2,0,18,000375118,,ME00
01990350,MEATS BOAR  484,CD,,LB,1,2,0,0,000375118,,ME00
01990352,MEATS BOAR  485,CD,,LB,8,2,0.49,13,000375118,,ME00
01990355,MEATS BOAR  486,CD,,LB,1,2,0,0,000375118,,ME00
01990356,MEATS BOAR  487,CD,,CA,10,2,0.5,12.5,000375118,,ME00
01990360,MEATS BOAR  488,CD,,LB,30,2,0,7.5,000375118,,ME00
01990362,MEATS BOAR  489,CD,,LB,1,2,0,0,000375118,,ME00
01990365,MEATS BOAR  490,CD,,LB,1,2,0,55,000375118,,ME00
01990370,MEATS BOAR  491,CD,,LB,1,2,0,0,000375118,,ME00
01990371,MEATS BOAR  492,CD,,LB,10,2,0,14,000375118,7,ME00
01990380,MEATS BOAR  493,DD,,LB,1,2,0,0,043568,,ME00
01990381,MEATS BOAR  494,CD,,LB,1,2,0,0,200243,,ME00
01990382,MEATS BOAR  495,CD,,LB,3,2,2,39,000375118,,ME00
01990383,MEATS BOAR  496,CD,,LB,11,2,1,10,000375118,,ME00
01990384,MEATS BOAR  497,CD,,LB,23,2,1,10,000375118,,ME00
01990385,MEATS BOAR  498,CD,,LB,1,2,0,0,000375118,,ME00
01990386,MEATS BOAR  499,CD,,LB,1,2,0,11,000375118,,ME00
01990387,MEATS BOAR  500,CD,,LB,32,2,1,10,000375118,,ME00
01990388,MEATS BOAR  501,CD,,LB,1,2,0,20,000375118,,ME00
01990389,MEATS BOAR  502,CD,,LB,1,2,0,0,000375118,,ME00
01990390,MEATS BOAR  503,CD,,CA,1,2,0,0,044131,,ME00
01990391,MEATS BOAR  504,CD,,LB,12,2,0,9,000375118,,ME00
01990392,MEATS BOAR  505,CD,,LB,1,2,0,75,000375118,,ME00
01990394,MEATS BOAR  506,CD,,LB,1,2,0.36,14,000375118,,ME00
01990395,MEATS BOAR  507,CD,,CA,1,2,0,0,000375118,,ME00
01990396,MEATS BOAR  508,CD,,LB,1,2,0.42,10,000375118,,ME00
01990398,MEATS BOAR  509,CD,,LB,1,2,1.41,28,000375118,,ME00
01990399,MEATS BOAR  510,CD,,LB,1,2,0,0,000375118,,ME00
01990400,MEATS BOAR  511,CD,,CA,4,2,0,16,044131,,ME00
01990401,MEATS BOAR  512,CD,,LB,1,2,0.58,10,000375118,,ME00
01990402,MEATS BOAR  513,CD,,LB,1,2,1,19,000375118,,ME00
01990404,MEATS BOAR  514,CD,,LB,32,2,1,10,000375118,,ME00
01990409,MEATS BOAR  515,CD,,LB,1,2,0.58,10,000375118,,ME00
01990410,MEATS BOAR  516,CD,,LB,1,2,0,0,043568,,ME00
01990411,MEATS BOAR  517,CD,,LB,1,2,0,12,000375118,,ME00
01990412,MEATS BOAR  518,CD,,LB,1,2,0,0,000375118,,ME00
01990414,MEATS BOAR  519,CD,,LB,1,2,0,1,000375118,,ME00
01990415,MEATS BOAR  520,CD,,LB,1,2,1.5,1,000375118,,ME00
01990416,MEATS BOAR  521,CD,,LB,8,2,0.8,10,000375118,,ME00
01990417,MEATS BOAR  522,CD,,LB,1,2,1,1,000375118,,ME00
01990418,MEATS BOAR  523,CD,,LB,54,5,0.59,20.2,000375118,,ME00
01990419,MEATS BOAR  524,CD,,LB,54,5,0.59,20.2,000375118,,ME00
01990420,MEATS BOAR  525,CD,,LB,40,5,0.53,20,000375118,,ME00
01990421,MEATS BOAR  526,CD,,LB,13,1,0.41,13,000375118,,ME00
01990422,MEATS BOAR  527,CD,,LB,80,2,0.01,10,000375118,10,ME00
01990423,MEATS BOAR  528,CD,,LB,1,3,0.01,1,033563,14,ME00
01990424,MEATS BOAR  529,CD,,LB,1,3,0.01,1,033563,30,ME00
01990425,MEATS BOAR  530,CD,,LB,1,3,0.01,1,033563,14,ME00
01990426,MEATS BOAR  531,CD,,LB,1,1,0.01,1,000375118,,ME00
01990427,MEATS BOAR  532,CD,,LB,12,2,1.24,33.5,000375118,45,ME00
01990428,MEATS BOAR  533,CD,,LB,7,1,0.01,12.7,000375118,,ME00
01990429,MEATS BOAR  534,CD,,LB,11,1,0.01,11,000375118,,ME00
01990430,MEATS BOAR  535,CD,,LB,6,1,0.01,48,000375118,,ME00
01990431,MEATS BOAR  536,CD,,LB,2,5,0.62,16,000375118,,ME00
01990432,MEATS BOAR  537,CD,,CA,1000,2,0.01,21,000375118,,ME00
01990433,MEATS BOAR  538,CD,,LB,1,2,1,20,000375118,,ME00
01990434,MEATS BOAR  539,CD,,LB,1,2,1,20,000375118,,ME00
01990435,MEATS BOAR  540,CD,,LB,1,2,1,20,000375118,,ME00
01990436,MEATS BOAR  541,CD,,LB,1,3,1,40,033563,30,ME00
01990437,MEATS BOAR  542,CD,,LB,6,1,0.33,12,000375118,180,ME00
01990438,MEATS BOAR  543,CD,,LB,1,2,0.01,1,033563,14,ME00
01990439,MEATS BOAR  544,CD,,CA,54,1,0.83,27,200596,365,ME00
01990440,MEATS BOAR  545,CD,,LB,1,3,0.01,1,000375118,,ME00
01990441,MEATS BOAR  546,CD,,LB,1,5,0.01,1,000375118,,ME00
01990442,MEATS BOAR  547,CD,,LB,1,1,0.37,16,000375118,,ME00
01990443,MEATS BOAR  548,CD,,LB,1,3,0.37,1,000375118,,ME00
01990444,MEATS BOAR  549,CD,,LB,1,3,0.45,1,000375118,,ME00
01990445,MEATS BOAR  550,CD,,CA,1,1,0.36,30,000375118,,ME00
01990446,MEATS BOAR  551,CD,,CA,12,1,0.36,3,000375118,,ME00
01990447,MEATS BOAR  552,CD,,LB,1,1,0.36,9.5,000375118,,ME00
01990448,MEATS BOAR  553,CD,,LB,1,1,0.36,8.2,000375118,,ME00
01990449,MEATS BOAR  554,CD,,LB,1,1,0.36,1,000375118,,ME00
01990450,MEATS BOAR  555,CD,,LB,1,1,0.43,9,000375118,,ME00
01990451,MEATS BOAR  556,CD,,LB,1,1,0.43,10,000375118,,ME00
01990452,MEATS BOAR  557,CD,,LB,1,1,0.43,10.5,000375118,,ME00
01990453,MEATS BOAR  558,CD,,LB,1,1,0.43,9,000375118,,ME00
01990454,MEATS BOAR  559,CD,,LB,1,1,0.43,9,000375118,,ME00
01990455,MEATS BOAR  560,CD,,LB,1,1,0.43,9,000375118,,ME00
01990456,MEATS BOAR  561,CD,,LB,1,1,0.43,10.5,000375118,,ME00
01990457,MEATS BOAR  562,CD,,LB,1,1,0.01,10.7,000375118,,ME00
01990458,MEATS BOAR  563,CD,,LB,1,1,1.06,1,000302746,60,ME00
01990459,MEAT - PORK 564,CD,,CA,2,5,0.32,10,000375118,,ME15
01990460,MEAT - PORK 565,CD,,CA,1,5,0.32,10,000375118,,ME15
01990461,MEATS BOAR  566,CD,,LB,1,1,0.43,1,000375118,,ME00
01990462,MEATS BOAR  567,CD,,EA,1,2,4,2.2,200337,180,ME00
01990463,MEAT - BEEF 568,CD,,EA,1,2,1,3.5,200037,180,ME05
01990464,MEATS BOAR  569,CD,,LB,1,3,0.01,1,000375118,,ME00
01990465,MEATS BOAR  570,CD,,LB,1,1,0.35,1,000302746,60,ME00
01990466,MEATS BOAR  571,CD,,LB,1,1,1.66,1,000302746,180,ME00
01990467,MEATS BOAR  572,CD,,LB,1,1,0.01,1,000302746,45,ME00
01990468,MEATS BOAR  573,CD,,LB,1,1,0.32,1,000302746,60,ME00
01990469,MEATS BOAR  574,CD,,LB,1,1,1.06,1,000302746,60,ME00
01990470,MEATS BOAR  575,CD,,CA,20,1,0.57,6.25,000302746,60,ME00
01990471,MEATS BOAR  576,CD,,LB,1,1,10,1,000302746,200,ME00
01990472,MEATS BOAR  577,CD,,LB,1,3,0.36,1,000375118,,ME00
01990473,MEATS BOAR  578,CD,,LB,1,3,0.48,1,000375118,,ME00
01990474,MEATS BOAR  579,CD,,LB,1,3,0.46,1,000375118,,ME00
01990475,MEATS BOAR  580,CD,,LB,1,5,0.48,15,000375118,,ME00
01990476,MEATS BOAR  581,CD,,LB,1,3,0.36,1,000375118,,ME00
01990477,MEATS BOAR  582,CD,,LB,1,1,0.04,1,000302746,60,ME00
01990478,MEAT - BEEF 583,CD,,LB,1,3,0.48,1,000375118,,ME05
01990479,MEAT - BEEF 584,CD,,LB,1,3,0.48,1,000375118,,ME05
01990480,MEAT - BEEF 585,CD,,LB,1,1,0.56,1,000375118,,ME05
01990481,MEAT - BEEF 586,CD,,LB,1,1,0.56,1,000375118,,ME05
01990482,MEAT - BEEF 587,CD,,LB,1,1,0.56,1,000375118,,ME05
01990483,MEAT - BEEF 588,CD,,LB,1,1,0.56,1,000375118,,ME05
01990484,MEAT - BEEF 589,CD,,LB,1,1,0.56,1,000375118,,ME05
01990485,MEAT - BEEF 590,CD,,LB,1,1,0.56,1,000375118,,ME05
01990486,MEAT - BEEF 591,CD,,LB,1,1,0.56,1,000375118,,ME05
01990487,MEAT - BEEF 592,CD,,LB,1,1,0.56,1,000375118,,ME05
01990488,MEAT - BEEF 593,CD,,LB,1,1,0.56,1,000375118,,ME05
01990489,MEAT - BEEF 594,CD,,LB,1,1,0.56,1,000375118,,ME05
01990491,MEAT - BEEF 595,CD,,LB,1,1,0.56,1,000375118,,ME05
01990492,MEATS BOAR  596,CD,,LB,1,1,0.56,1,000375118,,ME00
01990493,MEATS BOAR  597,CD,,LB,1,1,0.56,1,000375118,,ME00
01990494,MEAT - BEEF 598,CD,,LB,1,1,0.56,1,000375118,,ME05
01990495,MEAT - BEEF 599,CD,,LB,1,1,0.56,1,000375118,,ME05
01990496,MEAT - BEEF 600,CD,,LB,1,1,0.56,1,000375118,,ME05
01990497,MEAT - BEEF 601,CD,,LB,1,1,0.56,1,000375118,,ME05
01990498,MEATS BOAR  602,CD,,CA,1,3,0.31,10,000302752,360,ME00
01990499,MEATS BOAR  603,CD,,LB,1,3,0.01,1,000375118,,ME00
01990500,MEATS BOAR  604,CD,,LB,5,2,0.01,50,000375118,,ME00
01990502,MEATS BOAR  605,CD,,LB,1,2,0.01,0.01,000375118,,ME00
01990503,MEATS BOAR  606,CD,,LB,80,5,0.01,20,000375118,,ME00
01990504,MEATS BOAR  607,CD,,LB,2,5,0.01,10,000375118,,ME00
01990505,MEATS BOAR  608,CD,,LB,54,5,0.01,20.2,000375118,,ME00
01990506,MEATS BOAR  609,CD,,LB,1,5,0.01,1,000375118,,ME00
01990507,MEATS BOAR  610,CD,,LB,20,5,0.01,10,000375118,,ME00
01990508,MEATS BOAR  611,CD,,LB,18,5,0.01,11.2,000375118,,ME00
01990509,MEATS BOAR  612,CD,,LB,16,5,0.01,12,000375118,,ME00
01990510,MEATS BOAR  613,CD,,LB,14,5,0.01,12.2,000375118,,ME00
01990511,MEATS BOAR  614,CD,,LB,36,5,0.01,13.5,000375118,,ME00
01990512,MEATS BOAR  615,CD,,LB,24,5,0.01,10.5,000375118,,ME00
01990513,MEATS BOAR  616,CD,,LB,8,5,0.01,1,000375118,,ME00
01990514,MEATS BOAR  617,CD,,LB,103,5,0.01,16,000375118,,ME00
01990515,MEATS BOAR  618,CD,,LB,40,5,0.01,20,000375118,,ME00
01990516,MEATS BOAR  619,CD,,LB,1,5,0.01,20,000375118,,ME00
01990517,MEATS BOAR  620,CD,,CA,1,2,0.51,10,007032,,ME00
01990518,MEATS BOAR  621,CD,,LB,1,3,0.01,10,033563,,ME00
01990519,MEATS BOAR  622,CD,,CA,6,5,0.04,12,000375118,,ME00
01990520,MEATS BOAR  623,CD,,LB,2,5,0.01,15,000375118,,ME00
01990521,MEATS BOAR  624,CD,,LB,9,5,0.01,31.5,000375118,,ME00
01990522,MEATS BOAR  625,CD,,LB,8,5,0.01,8,000375118,,ME00
01990523,MEATS BOAR  626,CD,,LB,1,5,0.01,25,200037,,ME00
01990524,MEATS BOAR  627,CD,,LB,1,5,1,20,200037,,ME00
01990525,MEATS BOAR  628,CD,,LB,1,5,0.01,1,000375118,,ME00
01990526,MEATS BOAR  629,CD,,LB,4,2,0.01,24,000375118,,ME00
01990527,MEATS BOAR  630,CD,,LB,2,2,0.01,10,000375118,14,ME00
01990528,MEATS BOAR  631,CD,,LB,10,5,0.01,10,000375118,,ME00
01990529,MEATS BOAR  632,CD,,CA,6,5,0.01,2.13,000302752,,ME00
01990530,MEATS BOAR  633,CD,,CA,640,7,0.01,98,200596,,ME00
01990531,MEATS BOAR  634,CD,,CA,6,5,0.01,11.1,007032,,ME00
01990532,MEATS BOAR  635,CD,,CA,8,5,0.33,6,000302752,,ME00
01990533,MEATS BOAR  636,CD,,CA,8,5,0.43,4.5,000302752,,ME00
01990535,MEATS BOAR  637,CD,,LB,20,5,0.01,1,000375118,,ME00
01990536,MEATS BOAR  638,CD,,LB,1,5,0.01,15,000375118,,ME00
01990537,MEATS BOAR  639,CD,,CA,24,5,0.01,10,000375118,120,ME00
01990538,MEATS BOAR  640,CD,,LB,30,5,0.01,10.3,000375118,18,ME00
01990539,MEATS BOAR  641,CD,,LB,30,5,0.01,10.3,000375118,,ME00
01990540,MEATS BOAR  642,CD,,LB,2,5,0.01,10,000375118,180,ME00
01990541,MEATS BOAR  643,CD,,LB,24,5,0.01,10,000375118,120,ME00
01990542,MEATS BOAR  644,CD,,CA,1,5,0.01,10,000375118,365,ME00
01990543,MEATS BOAR  645,CD,,LB,1,5,0.01,20,000375118,,ME00
01990544,MEATS BOAR  646,CD,,LB,1,5,1,20,000375118,1,ME00
01990545,MEATS BOAR  647,CD,,LB,1,5,0.8,1,000375118,14,ME00
01990546,MEATS BOAR  648,CD,,LB,1,5,1,1,000375118,1,ME00
01990547,MEATS BOAR  649,CD,,CA,4,5,0.01,10,000375118,1,ME00
01990548,MEATS BOAR  650,CD,,LB,1,1,0.01,12,000375118,1,ME00
01990549,MEATS BOAR  651,CD,,LB,1,5,0.01,80,000375118,1,ME00
01990550,MEATS BOAR  652,CD,,LB,1,5,0.01,20,000375118,1,ME00
01990551,MEATS BOAR  653,CD,,LB,1,5,0.01,12.4,000375118,1,ME00
01990552,MEATS BOAR  654,CD,,CA,1,5,0.5,10,007032,365,ME00
01990554,MEATS BOAR  655,CD,,LB,10,5,0.01,5.75,000375118,,ME00
01990555,MEATS BOAR  656,CD,,CA,640,2,0.01,20,200596,,ME00
01990556,MEATS BOAR  657,CD,,LB,1,5,0.01,10,000375118,,ME00
01990557,MEATS BOAR  658,CD,,LB,50,5,0.01,9.5,000375118,,ME00
01990558,MEATS BOAR  659,CD,,LB,30,5,0.01,12,000375118,,ME00
01990559,MEATS BOAR  660,CD,,LB,1,5,0.01,10,000375118,,ME00
01990560,MEATS BOAR  661,CD,,LB,1,1,0.01,1,000375118,,ME00
01990561,MEATS BOAR  662,CD,,LB,1,1,0.01,1,000375118,,ME00
01990563,MEATS BOAR  663,CD,,LB,1,1,0.01,1,000375118,,ME00
01990571,MEATS BOAR  664,CD,,CA,4,22,0.32,10,007032,365,ME00
01990572,MEATS BOAR  665,CD,,LB,16,2,0.35,10,000375118,,ME00
01990580,MEATS BOAR  666,CD,,LB,1,1,0.01,1,000375118,,ME00
01990583,MEATS BOAR  667,CD,,LB,1,5,0.01,28,000375118,1,ME00
01990584,MEATS BOAR  668,CD,,LB,1,1,0.01,10,000375118,,ME00
01990600,MEATS BOAR  669,CD,,LB,42,2,0.01,13.9,000375118,,ME00
01990601,MEATS BOAR  670,CD,,LB,1,3,0.01,1,000375118,,ME00
01990602,MEATS BOAR  671,CD,,LB,1,3,0.01,1,000375118,,ME00
01990603,MEATS BOAR  672,CD,,LB,1,3,0.42,1,000375118,,ME00
01990604,MEATS BOAR  673,CD,,LB,1,4,0.25,1,033563,7,ME00
01990605,MEATS BOAR  674,CD,,LB,5,3,0.37,30,200237,120,ME00
01990606,MEAT - PORK 675,CD,,LB,1,3,0.48,10,000375118,,ME15
01990609,MEAT - BEEF 676,CD,,LB,1,2,0.62,1,000375118,180,ME05
01990610,MEATS BOAR  677,CD,,LB,1,4,0.66,1,000375118,365,ME00
01990611,MEATS BOAR  678,CD,,LB,1,2,0.48,10,000375118,21,ME00
01990612,MEATS BOAR  679,CD,,LB,1,5,0.48,10,000375118,21,ME00
01990613,MEATS BOAR  680,CD,,LB,1,5,0.48,20,000375118,21,ME00
01990614,MEAT - PORK 681,CD,,LB,1,5,1.09,30,000375118,240,ME15
01990615,MEATS BOAR  682,CD,,LB,7,3,0.48,7,000375118,120,ME00
01990616,MEATS BOAR  683,CD,,LB,6,2,0.01,80,000375118,,ME00
01990617,MEATS BOAR  684,CD,,LB,20,2,0.01,20,000375118,,ME00
01990618,MEATS BOAR  685,CD,,CA,80,2,0.63,20,007032,180,ME00
01990619,MEATS BOAR  686,CD,,LB,1,5,0.61,20,033563,10,ME00
01990620,MEATS BOAR  687,CD,,CA,64,1,0.45,7.5,000375118,365,ME00
01990621,MEATS BOAR  688,CD,,CA,1,2,0.39,10,007032,180,ME00
01990622,MEATS BOAR  689,CD,,LB,1,3,0.46,1,033563,10,ME00
01990623,MEATS BOAR  690,CD,,CA,175,1,0.72,22,000375118,365,ME00
01990624,MEAT - PORK 691,CD,,LB,80,2,2.56,81.9,000375118,,ME15
01990625,MEATS BOAR  692,CD,,CA,15,2,0.29,7.5,000375118,180,ME00
01990626,MEATS BOAR  693,CD,,LB,4,2,0.31,12,000375118,180,ME00
01990627,MEATS BOAR  694,CD,,LB,4,2,0.31,12,000375118,180,ME00
01990628,MEATS BOAR  695,CD,,LB,1,2,0.35,1,000375118,,ME00
01990629,MEATS BOAR  696,CD,,CA,16,2,0.35,10,000375118,,ME00
01990631,MEATS BOAR  697,CD,,CA,12,5,0.01,11.2,200037,180,ME00
01990632,MEATS BOAR  698,CD,,LB,30,2,0.98,30,000375118,365,ME00
01990633,MEATS BOAR  699,CD,,LB,10,1,0.35,10,000375118,,ME00
01990634,MEATS BOAR  700,CD,,LB,24,2,0.35,9,000375118,21,ME00
01990635,MEATS BOAR  701,CD,,LB,4,2,1.08,38,000375118,,ME00
01990636,MEATS BOAR  702,CD,,LB,6,2,1.08,35,000375118,,ME00
01990637,MEATS BOAR  703,CD,,LB,20,2,0.95,30,000375118,,ME00
01990638,MEATS BOAR  704,CD,,LB,2,2,0.49,10,000375118,,ME00
01990639,MEATS BOAR  705,CD,,LB,4,2,1.08,38,000375118,,ME00
01990640,MEATS BOAR  706,CD,,LB,1,2,0.59,1,000375118,,ME00
01990641,MEATS BOAR  707,CD,,LB,1,2,0.38,1,000375118,,ME00
01990642,MEATS BOAR  708,CD,,LB,1,2,0.38,1,000375118,,ME00
01990643,MEATS BOAR  709,CD,,LB,16,1,0.1,10,000375118,365,ME00
01990644,MEATS BOAR  710,CD,,LB,24,1,0.1,9,000375118,21,ME00
01990645,MEATS BOAR  711,CD,,LB,2,2,0,12,000375118,14,ME00
01990646,MEATS BOAR  712,CD,,LB,1,1,0.66,12,000375118,30,ME00
01990647,MEATS BOAR  713,CD,,LB,1,1,0.82,22,000375118,365,ME00
01990648,MEATS BOAR  714,CD,,LB,1,2,0.82,18,000375118,365,ME00
01990649, 715,,,,,,,,000375118,,
01990700,MEATS BOAR  716,CD,,CA,36,2,0.01,12,000375118,,ME00
01990702,MEATS BOAR  717,CD,,LB,2,2,0.01,10,000375118,,ME00
01990704,MEATS BOAR  718,CD,,LB,1,2,0.01,1,000375118,,ME00
01990705,MEATS BOAR  719,CD,,CA,30,2,0.01,10,000375118,,ME00
01990706,MEATS BOAR  720,CD,,LB,1,7,0.46,15,000375118,,ME00
01990716,MEATS BOAR  721,CD,,LB,1,1,0.01,20,000375118,,ME00
01991000,MEATS BOAR  722,CD,,EA,1,1,1,1,000375118,,ME00
01991001,MEATS BOAR  723,CD,,EA,1,1,0,1,000375118,,ME00
01991002,MEATS BOAR  724,CD,,LB,1,2,0,5,033563,45,ME00
01991004,MEATS BOAR  725,CD,,EA,1,2,1,1,033563,,ME00
01991005,MEATS BOAR  726,CD,,LB,1,2,0,0,033563,,ME00
01991006,MEATS BOAR  727,CD,,LB,1,2,0,1,000375118,,ME00
01991011,MEATS BOAR  728,CD,,LB,1,2,0,0,200037,,ME00
01991013,MEATS BOAR  729,CD,,LB,1,2,0,0,000375118,,ME00
01991014,MEATS BOAR  730,CD,,LB,12,2,0,12,200037,,ME00
01991015,MEATS BOAR  731,CD,,LB,1,6,0,1,200037,,ME00
01991016,MEATS BOAR  732,CD,,LB,1,1,0.48,1,000375118,,ME00
01991017,MEATS BOAR  733,CD,,LB,1,6,0,1,200037,,ME00
01991018,MEATS BOAR  734,CD,,LB,1,6,0,1,200037,,ME00
01991019,MEATS BOAR  735,CD,,LB,1,1,0,12,000375118,,ME00
01991021,MEATS BOAR  736,CD,,LB,1,6,0,1,000375118,,ME00
01991022,MEATS BOAR  737,CD,,LB,1,6,0,1,200037,,ME00
01991023,MEATS BOAR  738,CD,,LB,1,6,0,1,200037,,ME00
01991024,MEATS BOAR  739,CD,,LB,1,6,0,1,200037,,ME00
01991025,MEATS BOAR  740,CD,,LB,1,6,0,1,043568,,ME00
01991026,MEATS BOAR  741,CD,,LB,1,6,0,1,200037,,ME00
01991027,MEATS BOAR  742,CD,,LB,1,6,0,1,000375118,,ME00
01991028,MEATS BOAR  743,CD,,LB,1,6,0,1,200037,,ME00
01991029,MEATS BOAR  744,CD,,LB,1,6,0,1,000375118,,ME00
01991030,MEATS BOAR  745,CD,,LB,1,6,0,1,200037,,ME00
01991031,MEATS BOAR  746,CD,,LB,1,2,0,0,000375118,,ME00
01991032,MEATS BOAR  747,CD,,LB,1,2,0,0,200037,,ME00
01991033,MEATS BOAR  748,CD,,LB,1,5,0.01,3,033563,,ME00
01991034,MEATS BOAR  749,CD,,LB,6,2,0,31.5,000375118,,ME00
01991054,MEATS BOAR  750,CD,,CA,1,2,0,10,000375118,,ME00
01991055,SEAFOOD  751,CD,,CA,384,1,0,24,030473,,SE00
01991056,MEATS BOAR  752,CD,,LB,1,6,0,1,200037,,ME00
01991057,MEATS BOAR  753,CD,,LB,1,6,0,1,200037,,ME00
01991059,MEATS BOAR  754,CD,,LB,1,2,0,0,534500,,ME00
01991060,MEATS BOAR  755,CD,,LB,1,2,0,1,000375118,,ME00
01991062,MEATS BOAR  756,CD,,LB,1,6,0,1,200037,,ME00
01991063,MEATS BOAR  757,CD,,LB,1,1,0,0,200037,,ME00
01991064,MEATS BOAR  758,CD,,LB,1,1,0,1,000375118,,ME00
01991065,MEATS BOAR  759,CD,,LB,1,1,0,1,000375118,,ME00
01991066,MEATS BOAR  760,CD,,LB,1,2,0,0,043568,,ME00
01991067,MEATS BOAR  761,CD,,LB,1,2,0,0,200037,,ME00
01991068,MEATS BOAR  762,CD,,LB,1,2,0,0,000375118,,ME00
01991069,MEATS BOAR  763,CD,,LB,1,2,0,0,000375118,,ME00
01991070,MEATS BOAR  764,CD,,LB,4,2,0.95,10,000375118,,ME00
01991071,MEATS BOAR  765,CD,,LB,4,2,1.45,32,000375118,,ME00
01991072,MEATS BOAR  766,CD,,LB,4,2,1.45,32,200037,,ME00
01991080,POULTRY  767,CD,,CA,1,2,0,5.01,044131,,PO00
01991081,POULTRY  768,CD,,LB,1,5,0.01,1,000375118,,PO00
01991082,MEATS BOAR  769,CD,,LB,1,5,0.01,1,000375118,,ME00
01991100,MEATS BOAR  770,DD,,LB,1,7,0,0,000375118,,ME00
01991101,MEATS BOAR  771,CD,,LB,5,3,0,10,000375118,,ME00
0199143,MEATS BOAR  772,CD,,CA,1,2,0,10,010178,,ME00
01991500,MEATS BOAR  773,CD,,LB,1,2,0.01,0.01,200037,,ME00
01991501,MEATS BOAR  774,CD,,LB,1,5,0.01,2,200037,,ME00
01991502,MEATS BOAR  775,CD,,LB,1,5,0,1,033563,,ME00
01992310,MEATS BOAR  776,CD,,LB,1,1,0,1,000375118,,ME00
01992314,MEATS BOAR  777,CD,,LB,1,1,0,1,010178,,ME00
01992315,MEATS BOAR  778,CD,,LB,1,1,0,1,000375118,,ME00
01992316,MEATS BOAR  779,CD,,LB,1,1,0,1,000375118,,ME00
01992317,MEATS BOAR  780,CD,,LB,1,1,0,1,043568,,ME00
01992320,MEATS BOAR  781,CD,,LB,1,1,0,1,000375118,,ME00
01992322,MEATS BOAR  782,CD,,LB,1,2,2.28,1,000375118,,ME00
01992324,MEATS BOAR  783,CD,,LB,1,2,2.28,80,000375118,90,ME00
01992326,MEATS BOAR  784,CD,,LB,1,2,2.28,66,000375118,90,ME00
01992328,MEATS BOAR  785,CD,,LB,8,2,0.42,10,000375118,14,ME00
01993003,MEATS BOAR  786,CD,,CA,300,1,0,4.4,010178,,ME00
01993004,MEATS BOAR  787,CD,,LB,1,2,0,80,000375118,,ME00
01993005,MEATS BOAR  788,DD,,LB,1,3,0,0,000375118,,ME00
01993006,MEATS BOAR  789,CD,,LB,1,1,0,0,043568,,ME00
01993007,MEATS BOAR  790,DD,,LB,1,1,0,1,010178,,ME00
01993008,MEATS BOAR  791,DD,,LB,12,1,0,9,000375118,14,ME00
01993010,MEATS BOAR  792,CD,,LB,1,2,0.01,1,000375118,,ME00
01993016,MEATS BOAR  793,CD,,LB,1,1,0,1,000375118,,ME00
01993017,MEATS BOAR  794,CD,,LB,1,1,0,1,043568,,ME00
01993020,MEATS BOAR  795,CD,,LB,1,2,0,0,000375118,,ME00
01993055,MEATS BOAR  796,CD,,LB,1,1,0,1,000375118,,ME00
01993100,MEATS BOAR  797,CD,,LB,60,2,0,20,000375118,,ME00
01993200,MEATS BOAR  798,CD,,LB,1,2,0,1,200037,,ME00
01993400,MEATS BOAR  799,CD,,CA,4,10,0,9,010178,,ME00
01993401,MEATS BOAR  800,CD,,LB,1,1,0,1,200243,,ME00
01993402,MEATS BOAR  801,CD,,CA,50,2,0,6.25,000375118,,ME00
01993403,MEATS BOAR  802,CD,,LB,1,2,0,50,000375118,,ME00
01993405,MEATS BOAR  803,CD,,CA,1,2,0,0,044131,,ME00
01993499,MEATS BOAR  804,CD,,LB,1,7,0,1,200037,,ME00
01993500,MEATS BOAR  805,DD,,LB,1,3,1,30,043568,,ME00
01993501,MEATS BOAR  806,DD,,LB,1,3,0,0,000375118,,ME00
01993503,MEATS BOAR  807,CD,,CA,1,1,0,10,010178,,ME00
01993505,MEATS BOAR  808,CD,,LB,1,1,0,32,043568,,ME00
